building,capacity,faculty,room
"B52","420","","R1000"
"B52","160","","R1001"
"B52","390","","R1002"
"B52","340","","R1003"
"B52","50","","R1004"
"B52","390","","R1005"
"B52","230","","R1006"
"B52","60","","R1007"
"B52","310","","R1008"
"B52","280","","R1009"
"B52","160","","R1010"
"B52","340","","R1011"
"B52","390","","R1012"
"B52","370","","R1013"
"B52","330","","R1014"
"B52","240","","R1015"
"B52","120","","R1016"
"B52","280","","R2017"
"B52","490","","R2018"
"B52","120","","R2019"
"B52","490","","R2020"
"B52","340","","R2021"
"B52","110","","R2022"
"B52","490","","R2023"
"B52","200","","R2024"
"B52","270","","R2025"
"B52","360","","R2026"
"B52","420","","R2027"
"B52","250","","R2028"
"B52","460","","R2029"
"B52","200","","R2030"
"B52","140","","R2031"
"B52","420","","R2032"
"B52","410","","R2033"
"B52","280","","R2034"
"B52","280","","R2035"
"B52","410","","R2036"
"B52","90","","R2037"
"B52","230","","R2038"
"B52","70","","R2039"
"B52","300","","R2040"
"B52","450","","R2041"
"B52","290","","R2042"
"B52","20","","R2043"
"B52","230","","R2044"
"B52","80","","R2045"
"B52","320","","R2046"
"B52","300","","R2047"
"B52","340","","R2048"
"B52","20","","R2049"
"B52","370","","R2050"
"B52","20","","R3051"
"B52","60","","R4052"
"B52","70","","R4053"
"B52","50","","R4054"
"B52","70","","R4055"
"B52","440","","R4056"
"B52","300","","R4057"
"B52","300","","R4058"
"B52","140","","R4059"
"B52","60","","R4060"
"B52","110","","R4061"
"B52","160","","R4062"
"B52","140","","R4063"
"B52","280","","R5064"
"B52","200","","R6065"
"B52","280","","R6066"
"B52","330","","R6067"
"B78","360","","R1000"
"B78","450","","R2001"
"B78","250","","R2002"
"B78","40","","R2003"
"B78","480","","R2004"
"B78","480","","R2005"
"B78","440","","R2006"
"B78","430","","R3007"
"B78","310","","R3008"
"B78","320","","R3009"
"B78","260","","R3010"
"B78","100","","R4011"
"B78","100","","R4012"
"B78","160","","R4013"
"B78","250","","R4014"
"B78","280","","R4015"
"B78","440","","R4016"
"B78","290","","R4017"
"B78","320","","R4018"
"B78","370","","R4019"
"B78","90","","R5020"
"B78","130","","R6021"
"B78","340","","R6022"
"B78","30","","R6023"
"B78","440","","R6024"
"B78","420","","R6025"
"B78","240","","R6026"
"B78","470","","R6027"
"B78","210","","R6028"
"B78","280","","R6029"
"B78","390","","R6030"
"B78","50","","R6031"
"B78","410","","R6032"
"B78","160","","R6033"
"B78","130","","R6034"
"B78","220","","R7035"
"B78","200","","R8036"
"B78","420","","R8037"
"B78","160","","R8038"
"B78","240","","R9039"
"B78","440","","R9040"
"B78","70","","R9041"
"B78","160","","R9042"
"B78","10","","R9043"
"B78","60","","R9044"
"B78","310","","R9045"
"B78","60","","R10046"
"B78","190","","R10047"
"B78","400","","R10048"
"B78","170","","R10049"
"B78","120","","R10050"
"B78","370","","R10051"
"B78","30","","R10052"
"B78","440","","R10053"
"B78","10","","R10054"
"B78","250","","R10055"
"B78","120","","R11056"
"B78","40","","R11057"
"B78","130","","R11058"
"B78","180","","R11059"
"B78","20","","R11060"
"B78","260","","R11061"
"B78","260","","R11062"
"B78","260","","R11063"
"B78","80","","R11064"
"B78","450","","R11065"
"B78","60","","R11066"
"B78","200","","R12067"
"B78","340","","R12068"
"B78","240","","R12069"
"B78","270","","R12070"
"B78","180","","R12071"
"B78","450","","R12072"
"B78","220","","R12073"
"B78","220","","R12074"
"B78","470","","R12075"
"B78","370","","R12076"
"B78","260","","R12077"
"B78","450","","R12078"
"B78","330","","R12079"
"B78","330","","R12080"
"B78","240","","R12081"
"B78","200","","R12082"
"B78","190","","R12083"
"B78","310","","R12084"
"B78","160","","R13085"
"B78","110","","R13086"
"B78","60","","R13087"
"B78","140","","R13088"
"B78","140","","R13089"
"B97","120","","R1000"
"B97","180","","R1001"
"B97","210","","R1002"
"B97","390","","R1003"
"B97","410","","R1004"
"B97","150","","R1005"
"B97","70","","R1006"
"B97","90","","R1007"
"B97","130","","R1008"
"B97","100","","R2009"
"B97","380","","R2010"
"B97","30","","R2011"
"B97","430","","R2012"
"B97","60","","R2013"
"B97","60","","R2014"
"B97","400","","R2015"
"B97","490","","R2016"
"B97","430","","R2017"
"B13","410","","R1000"
"B13","40","","R1001"
"B13","260","","R1002"
"B13","420","","R1003"
"B13","420","","R1004"
"B13","230","","R1005"
"B13","70","","R1006"
"B13","430","","R1007"
"B13","450","","R1008"
"B13","240","","R2009"
"B13","80","","R2010"
"B13","150","","R2011"
"B13","200","","R2012"
"B13","400","","R2013"
"B13","120","","R2014"
"B13","110","","R2015"
"B13","410","","R2016"
"B13","160","","R2017"
"B13","480","","R2018"
"B13","450","","R2019"
"B13","120","","R2020"
"B13","170","","R2021"
"B13","410","","R2022"
"B13","440","","R2023"
"B13","370","","R2024"
"B13","230","","R2025"
"B13","210","","R3026"
"B13","260","","R3027"
"B13","10","","R3028"
"B13","240","","R3029"
"B13","340","","R3030"
"B13","140","","R3031"
"B13","100","","R3032"
"B13","190","","R3033"
"B13","30","","R3034"
"B13","360","","R3035"
"B13","470","","R3036"
"B13","370","","R3037"
"B13","280","","R3038"
"B13","140","","R3039"
"B13","130","","R3040"
"B13","190","","R3041"
"B13","440","","R3042"
"B13","130","","R3043"
"B13","470","","R3044"
"B13","250","","R3045"
"B13","190","","R3046"
"B13","300","","R3047"
"B13","110","","R3048"
"B13","480","","R3049"
"B13","90","","R3050"
"B13","250","","R3051"
"B13","30","","R4052"
"B13","260","","R4053"
"B13","400","","R4054"
"B13","180","","R4055"
"B13","100","","R4056"
"B13","430","","R4057"
"B13","260","","R4058"
"B13","370","","R4059"
"B13","90","","R4060"
"B13","80","","R4061"
"B13","190","","R4062"
"B13","350","","R4063"
"B13","290","","R4064"
"B13","120","","R4065"
"B13","490","","R4066"
"B13","480","","R4067"
"B13","380","","R4068"
"B13","360","","R4069"
"B13","430","","R4070"
"B13","40","","R4071"
"B13","340","","R5072"
"B13","290","","R6073"
"B13","400","","R6074"
"B13","10","","R6075"
"B13","80","","R6076"
"B13","180","","R6077"
"B13","460","","R6078"
"B13","240","","R6079"
"B13","280","","R6080"
"B13","340","","R6081"
"B13","200","","R6082"
"B13","420","","R7083"
"B13","400","","R7084"
"B13","270","","R7085"
"B13","200","","R7086"
"B13","210","","R7087"
"B13","470","","R7088"
"B35","490","","R1000"
"B35","420","","R2001"
"B35","400","","R2002"
"B35","460","","R2003"
"B35","450","","R2004"
"B35","170","","R2005"
"B35","380","","R2006"
"B35","40","","R2007"
"B35","410","","R2008"
"B35","20","","R2009"
"B35","240","","R2010"
"B35","130","","R2011"
"B35","480","","R2012"
"B35","50","","R2013"
"B35","380","","R2014"
"B35","450","","R2015"
"B35","40","","R2016"
"B36","110","","R1000"
"B36","300","","R1001"
"B36","350","","R1002"
"B36","340","","R1003"
"B36","300","","R1004"
"B36","300","","R1005"
"B36","480","","R1006"
"B36","180","","R1007"
"B36","280","","R1008"
"B36","460","","R1009"
"B36","130","","R1010"
"B36","170","","R1011"
"B36","380","","R1012"
"B36","240","","R1013"
"B36","260","","R1014"
"B36","330","","R1015"
"B36","270","","R1016"
"B36","310","","R1017"
"B36","60","","R1018"
"B23","430","","R1000"
"B23","100","","R1001"
"B23","300","","R1002"
"B23","130","","R1003"
"B23","420","","R1004"
"B23","20","","R1005"
"B23","170","","R1006"
"B23","400","","R1007"
"B23","230","","R1008"
"B23","330","","R1009"
"B23","130","","R1010"
"B23","330","","R1011"
"B23","230","","R1012"
"B23","490","","R1013"
"B23","10","","R1014"
"B23","40","","R2015"
"B23","260","","R2016"
"B23","470","","R2017"
"B23","40","","R2018"
"B23","60","","R2019"
"B23","50","","R2020"
"B23","390","","R2021"
"B23","170","","R2022"
"B23","480","","R2023"
"B23","150","","R2024"
"B66","170","","R1000"
"B66","370","","R1001"
"B66","480","","R1002"
"B66","110","","R1003"
"B66","230","","R1004"
"B66","20","","R1005"
"B66","180","","R2006"
"B66","100","","R2007"
"B66","20","","R2008"
"B66","80","","R2009"
"B66","440","","R2010"
"B66","190","","R2011"
"B66","90","","R2012"
"B66","350","","R2013"
"B66","220","","R2014"
"B66","330","","R2015"
"B66","430","","R2016"
"B66","390","","R2017"
"B66","240","","R3018"
"B66","460","","R3019"
"B66","80","","R3020"
"B66","70","","R3021"
"B66","20","","R3022"
"B66","270","","R3023"
"B66","200","","R3024"
"B66","430","","R4025"
"B66","250","","R5026"
"B66","130","","R5027"
"B66","110","","R5028"
"B66","90","","R6029"
"B66","340","","R6030"
"B66","150","","R6031"
"B66","200","","R6032"
"B66","160","","R7033"
"B66","200","","R7034"
"B39","90","","R1000"
"B39","290","","R1001"
"B39","370","","R2002"
"B39","20","","R2003"
"B39","460","","R2004"
"B39","170","","R2005"
"B39","50","","R2006"
"B39","360","","R2007"
"B39","30","","R2008"
"B39","400","","R2009"
"B39","360","","R3010"
"B39","210","","R3011"
"B39","220","","R3012"
"B39","490","","R3013"
"B39","250","","R3014"
"B39","210","","R3015"
"B39","210","","R3016"
"B39","250","","R3017"
"B39","240","","R3018"
"B39","260","","R3019"
"B39","420","","R3020"
"B39","290","","R3021"
"B39","290","","R3022"
"B39","450","","R3023"
"B39","230","","R3024"
"B39","220","","R4025"
"B39","220","","R4026"
"B39","50","","R4027"
"B39","430","","R4028"
"B39","240","","R4029"
"B39","200","","R4030"
"B39","270","","R4031"
"B39","150","","R4032"
"B39","20","","R4033"
"B39","310","","R4034"
"B39","180","","R4035"
"B39","280","","R4036"
"B39","160","","R4037"
"B39","270","","R4038"
"B39","280","","R4039"
"B39","290","","R4040"
"B39","240","","R4041"
"B39","160","","R4042"
"B39","440","","R5043"
"B39","220","","R5044"
"B39","160","","R5045"
"B39","330","","R5046"
"B39","90","","R5047"
"B39","420","","R5048"
"B39","300","","R6049"
"B39","230","","R6050"
"B39","230","","R6051"
"B39","10","","R6052"
"B39","90","","R6053"
"B39","300","","R6054"
"B39","140","","R6055"
"B39","160","","R6056"
"B39","440","","R6057"
"B39","330","","R6058"
"B39","430","","R6059"
"B39","180","","R6060"
"B39","470","","R6061"
"B39","70","","R6062"
"B20","270","","R1000"
"B20","110","","R1001"
"B20","450","","R1002"
"B20","370","","R1003"
"B20","490","","R1004"
"B20","300","","R1005"
"B20","420","","R1006"
"B20","450","","R1007"
"B20","220","","R1008"
"B20","220","","R1009"
"B20","70","","R1010"
"B20","230","","R1011"
"B20","280","","R1012"
"B20","410","","R1013"
"B20","390","","R1014"
"B20","210","","R1015"
"B20","160","","R1016"
"B20","60","","R1017"
"B20","430","","R1018"
"B20","110","","R1019"
"B20","40","","R1020"
"B20","170","","R1021"
"B20","390","","R1022"
"B20","50","","R1023"
"B20","130","","R1024"
"B20","220","","R1025"
"B20","430","","R1026"
"B20","340","","R1027"
"B20","340","","R1028"
"B20","450","","R1029"
"B20","470","","R1030"
"B20","180","","R1031"
"B20","320","","R1032"
"B20","410","","R1033"
"B20","190","","R1034"
"B20","480","","R1035"
"B20","130","","R1036"
"B20","90","","R1037"
"B9","260","","R1000"
"B9","60","","R1001"
"B9","10","","R1002"
"B9","310","","R1003"
"B9","160","","R1004"
"B9","240","","R2005"
"B9","50","","R2006"
"B9","480","","R2007"
"B9","100","","R2008"
"B9","180","","R2009"
"B9","50","","R2010"
"B9","110","","R3011"
"B9","270","","R3012"
"B9","170","","R4013"
"B9","290","","R4014"
"B9","260","","R4015"
"B9","480","","R5016"
"B9","260","","R6017"
"B9","360","","R6018"
"B9","70","","R6019"
"B9","190","","R6020"
"B9","200","","R7021"
"B9","120","","R7022"
"B9","180","","R7023"
"B9","140","","R7024"
"B9","350","","R7025"
"B9","50","","R7026"
"B9","480","","R7027"
"B9","380","","R7028"
"B9","70","","R7029"
"B9","440","","R7030"
"B9","10","","R7031"
"B9","340","","R7032"
"B9","150","","R7033"
"B9","390","","R7034"
"B9","260","","R8035"
"B9","430","","R8036"
"B9","410","","R8037"
"B9","380","","R8038"
"B9","210","","R8039"
"B9","320","","R8040"
"B9","380","","R8041"
"B9","290","","R8042"
"B9","350","","R8043"
"B9","80","","R9044"
"B9","260","","R9045"
"B9","440","","R9046"
"B9","230","","R9047"
"B9","360","","R9048"
"B9","480","","R9049"
"B9","450","","R9050"
"B9","350","","R9051"
"B9","60","","R9052"
"B9","310","","R9053"
"B9","370","","R9054"
"B9","210","","R10055"
"B9","260","","R10056"
"B9","420","","R10057"
"B9","120","","R10058"
"B9","190","","R10059"
"B9","410","","R10060"
"B9","270","","R11061"
"B9","310","","R11062"
"B9","470","","R11063"
"B9","50","","R11064"
"B9","270","","R11065"
"B9","400","","R11066"
"B9","160","","R11067"
"B9","130","","R11068"
"B9","120","","R11069"
"B9","410","","R11070"
"B9","440","","R11071"
"B9","210","","R11072"
"B9","30","","R12073"
"B9","100","","R12074"
"B9","20","","R12075"
"B9","80","","R12076"
"B9","20","","R12077"
"B9","120","","R12078"
"B9","350","","R12079"
"B9","80","","R12080"
"B9","380","","R12081"
"B9","100","","R12082"
"B9","180","","R13083"
"B9","70","","R13084"
"B9","430","","R14085"
"B9","250","","R14086"
"B9","260","","R14087"
"B9","30","","R14088"
"B9","290","","R14089"
"B9","360","","R14090"
"B9","410","","R14091"
"B9","40","","R14092"
"B9","190","","R14093"
"B9","130","","R14094"
"B9","390","","R14095"
"B6","440","","R1000"
"B6","30","","R1001"
"B6","240","","R1002"
"B6","490","","R1003"
"B6","70","","R1004"
"B6","230","","R1005"
"B6","80","","R1006"
"B6","280","","R1007"
"B6","370","","R1008"
"B6","390","","R1009"
"B6","150","","R1010"
"B6","30","","R1011"
"B6","190","","R1012"
"B6","150","","R1013"
"B6","260","","R1014"
"B6","190","","R1015"
"B6","440","","R1016"
"B6","250","","R1017"
"B6","290","","R2018"
"B6","270","","R2019"
"B6","230","","R2020"
"B6","350","","R2021"
"B6","70","","R3022"
"B6","30","","R3023"
"B6","190","","R3024"
"B6","440","","R3025"
"B6","210","","R4026"
"B6","280","","R4027"
"B6","430","","R4028"
"B6","10","","R4029"
"B6","40","","R4030"
"B6","310","","R4031"
"B6","100","","R4032"
"B6","360","","R5033"
"B6","110","","R5034"
"B6","190","","R6035"
"B6","460","","R6036"
"B6","40","","R6037"
"B6","30","","R6038"
"B6","270","","R6039"
"B6","470","","R6040"
"B6","450","","R6041"
"B6","100","","R6042"
"B6","380","","R7043"
"B6","260","","R7044"
"B6","100","","R7045"
"B6","60","","R7046"
"B6","100","","R7047"
"B6","190","","R7048"
"B6","370","","R7049"
"B6","10","","R8050"
"B6","210","","R8051"
"B6","50","","R9052"
"B6","330","","R9053"
"B6","200","","R9054"
"B6","30","","R9055"
"B6","480","","R10056"
"B6","290","","R10057"
"B6","400","","R10058"
"B6","120","","R10059"
"B6","370","","R10060"
"B6","180","","R11061"
"B6","460","","R11062"
"B6","160","","R11063"
"B6","250","","R11064"
"B6","40","","R11065"
"B6","190","","R11066"
"B6","330","","R11067"
"B6","340","","R11068"
"B6","70","","R11069"
"B6","440","","R12070"
"B6","280","","R12071"
"B6","250","","R12072"
"B6","50","","R12073"
"B6","340","","R12074"
"B6","410","","R12075"
"B6","440","","R12076"
"B6","350","","R12077"
"B6","300","","R12078"
"B6","60","","R12079"
"B6","50","","R12080"
"B6","20","","R12081"
"B6","130","","R12082"
"B6","270","","R12083"
"B6","370","","R12084"
"B6","490","","R12085"
"B6","200","","R12086"
"B6","340","","R12087"
"B6","270","","R13088"
"B6","280","","R13089"
"B6","230","","R13090"
"B6","410","","R13091"
"B6","460","","R13092"
"B76","180","","R1000"
"B76","440","","R2001"
"B76","310","","R2002"
"B76","170","","R2003"
"B76","220","","R2004"
"B76","70","","R3005"
"B76","380","","R3006"
"B76","420","","R3007"
"B76","380","","R3008"
"B76","10","","R3009"
"B76","210","","R3010"
"B76","300","","R3011"
"B76","90","","R3012"
"B76","80","","R4013"
"B76","80","","R4014"
"B76","470","","R4015"
"B79","190","","R1000"
"B79","440","","R1001"
"B79","240","","R2002"
"B79","410","","R2003"
"B79","210","","R2004"
"B79","160","","R2005"
"B79","100","","R3006"
"B79","260","","R3007"
"B79","190","","R3008"
"B79","70","","R3009"
"B79","340","","R3010"
"B79","350","","R3011"
"B79","330","","R3012"
"B79","290","","R3013"
"B79","140","","R3014"
"B79","140","","R3015"
"B79","70","","R3016"
"B79","280","","R4017"
"B79","90","","R4018"
"B79","340","","R4019"
"B79","470","","R4020"
"B79","250","","R4021"
"B79","360","","R4022"
"B79","260","","R4023"
"B79","460","","R4024"
"B79","260","","R5025"
"B79","10","","R5026"
"B79","180","","R6027"
"B79","70","","R6028"
"B79","220","","R6029"
"B79","20","","R6030"
"B79","120","","R6031"
"B79","210","","R6032"
"B79","80","","R6033"
"B79","200","","R6034"
"B79","350","","R6035"
"B79","100","","R6036"
"B79","70","","R6037"
"B79","10","","R6038"
"B79","40","","R6039"
"B79","290","","R6040"
"B79","160","","R6041"
"B79","200","","R6042"
"B79","140","","R6043"
"B79","150","","R7044"
"B79","320","","R7045"
"B79","50","","R7046"
"B79","440","","R7047"
"B79","80","","R7048"
"B79","40","","R7049"
"B79","150","","R7050"
"B79","130","","R7051"
"B79","110","","R7052"
"B79","320","","R7053"
"B79","480","","R7054"
"B79","250","","R7055"
"B79","140","","R7056"
"B79","50","","R7057"
"B79","90","","R7058"
"B79","120","","R8059"
"B79","110","","R8060"
"B79","310","","R8061"
"B79","160","","R8062"
"B79","410","","R8063"
"B79","290","","R8064"
"B79","20","","R8065"
"B79","10","","R9066"
"B79","40","","R10067"
"B79","270","","R10068"
"B79","60","","R10069"
"B79","440","","R10070"
"B79","100","","R11071"
"B79","360","","R11072"
"B79","360","","R11073"
"B79","360","","R11074"
"B79","280","","R11075"
"B79","300","","R11076"
"B79","410","","R11077"
"B79","470","","R11078"
"B79","140","","R11079"
"B79","110","","R11080"
"B79","100","","R11081"
"B79","300","","R11082"
"B79","70","","R11083"
"B79","170","","R12084"
"B79","300","","R12085"
"B79","410","","R12086"
"B79","380","","R12087"
"B79","50","","R12088"
"B95","250","","R1000"
"B95","200","","R1001"
"B95","40","","R1002"
"B95","80","","R1003"
"B95","300","","R1004"
"B95","380","","R1005"
"B95","490","","R1006"
"B95","490","","R1007"
"B95","90","","R1008"
"B95","390","","R1009"
"B95","50","","R1010"
"B98","50","","R1000"
"B98","80","","R1001"
"B98","330","","R1002"
"B98","90","","R1003"
"B98","410","","R1004"
"B98","480","","R1005"
"B98","480","","R1006"
"B98","80","","R1007"
"B98","330","","R1008"
"B98","260","","R1009"
"B98","440","","R1010"
"B98","100","","R1011"
"B98","270","","R1012"
"B98","200","","R1013"
"B98","240","","R2014"
"B98","160","","R2015"
"B98","140","","R2016"
"B98","450","","R2017"
"B98","420","","R2018"
"B98","240","","R2019"
"B98","360","","R2020"
"B98","80","","R2021"
"B98","90","","R2022"
"B98","20","","R2023"
"B98","480","","R2024"
"B98","20","","R2025"
"B98","280","","R2026"
"B98","210","","R3027"
"B98","190","","R4028"
"B98","400","","R4029"
"B98","260","","R4030"
"B98","60","","R4031"
"B98","420","","R4032"
"B98","110","","R4033"
"B98","270","","R4034"
"B98","40","","R4035"
"B98","390","","R4036"
"B98","380","","R4037"
"B98","10","","R4038"
"B98","160","","R4039"
"B98","120","","R4040"
"B98","30","","R5041"
"B98","140","","R6042"
"B98","440","","R6043"
"B98","150","","R7044"
"B98","290","","R7045"
"B98","480","","R7046"
"B98","410","","R7047"
"B98","20","","R7048"
"B98","100","","R7049"
"B98","120","","R7050"
"B98","370","","R7051"
"B98","230","","R7052"
"B98","300","","R7053"
"B45","60","","R1000"
"B45","10","","R1001"
"B45","320","","R1002"
"B45","490","","R1003"
"B45","300","","R1004"
"B45","300","","R1005"
"B45","280","","R1006"
"B45","240","","R1007"
"B45","460","","R1008"
"B45","50","","R1009"
"B45","100","","R1010"
"B45","450","","R1011"
"B45","300","","R1012"
"B45","240","","R1013"
"B45","410","","R1014"
"B45","200","","R1015"
"B45","200","","R2016"
"B45","360","","R2017"
"B45","310","","R3018"
"B45","220","","R3019"
"B45","170","","R3020"
"B45","120","","R4021"
"B45","10","","R4022"
"B45","200","","R4023"
"B45","410","","R4024"
"B45","150","","R4025"
"B45","160","","R4026"
"B45","410","","R4027"
"B45","100","","R4028"
"B45","430","","R4029"
"B45","380","","R4030"
"B45","390","","R4031"
"B45","40","","R4032"
"B45","270","","R4033"
"B45","250","","R4034"
"B45","120","","R4035"
"B45","40","","R4036"
"B45","470","","R4037"
"B45","190","","R4038"
"B45","290","","R4039"
"B45","290","","R4040"
"B45","480","","R4041"
"B45","180","","R4042"
"B45","280","","R4043"
"B45","80","","R4044"
"B45","290","","R5045"
"B45","180","","R5046"
"B45","370","","R5047"
"B45","360","","R5048"
"B45","130","","R5049"
"B45","480","","R5050"
"B45","100","","R5051"
"B45","80","","R5052"
"B45","130","","R5053"
"B45","80","","R5054"
"B45","400","","R5055"
"B45","400","","R5056"
"B45","210","","R5057"
"B45","150","","R5058"
"B45","290","","R6059"
"B45","140","","R6060"
"B45","130","","R6061"
"B45","160","","R6062"
"B45","70","","R6063"
"B45","420","","R6064"
"B45","290","","R6065"
"B45","360","","R6066"
"B45","300","","R6067"
"B45","380","","R6068"
"B45","250","","R6069"
"B45","10","","R6070"
"B45","300","","R7071"
"B45","480","","R7072"
"B45","290","","R7073"
"B45","270","","R7074"
"B45","270","","R7075"
"B45","110","","R7076"
"B45","70","","R7077"
"B45","50","","R7078"
"B45","280","","R8079"
"B45","110","","R8080"
"B45","450","","R8081"
"B45","110","","R8082"
"B45","390","","R8083"
"B45","390","","R8084"
"B45","250","","R8085"
"B30","380","","R1000"
"B30","310","","R1001"
"B30","100","","R1002"
"B30","470","","R1003"
"B30","140","","R1004"
"B30","350","","R1005"
"B30","370","","R1006"
"B30","10","","R1007"
"B30","400","","R1008"
"B30","200","","R1009"
"B30","340","","R1010"
"B30","320","","R1011"
"B30","380","","R1012"
"B30","350","","R1013"
"B30","360","","R1014"
"B30","400","","R1015"
"B30","130","","R2016"
"B30","230","","R2017"
"B30","410","","R2018"
"B30","360","","R2019"
"B30","300","","R2020"
"B30","40","","R2021"
"B30","440","","R2022"
"B30","250","","R2023"
"B30","390","","R2024"
"B30","210","","R2025"
"B30","220","","R2026"
"B30","470","","R2027"
"B30","180","","R2028"
"B30","440","","R2029"
"B30","320","","R2030"
"B30","240","","R2031"
"B30","40","","R2032"
"B30","450","","R2033"
"B30","340","","R2034"
"B30","390","","R2035"
"B30","200","","R2036"
"B30","310","","R2037"
"B30","470","","R2038"
"B30","180","","R3039"
"B30","350","","R4040"
"B30","450","","R4041"
"B30","10","","R4042"
"B30","150","","R4043"
"B30","10","","R4044"
"B30","420","","R4045"
"B30","90","","R4046"
"B30","280","","R4047"
"B30","330","","R4048"
"B30","390","","R4049"
"B30","230","","R4050"
"B30","40","","R4051"
"B30","80","","R4052"
"B30","190","","R4053"
"B30","350","","R4054"
"B30","90","","R4055"
"B30","190","","R4056"
"B30","300","","R5057"
"B30","460","","R5058"
"B30","20","","R5059"
"B30","290","","R6060"
"B30","310","","R6061"
"B30","100","","R6062"
"B30","140","","R6063"
"B30","240","","R6064"
"B30","320","","R6065"
"B30","390","","R6066"
"B30","40","","R7067"
"B30","450","","R7068"
"B30","130","","R7069"
"B30","350","","R7070"
"B30","400","","R7071"
"B30","260","","R7072"
"B30","260","","R7073"
"B30","180","","R8074"
"B30","130","","R8075"
"B30","430","","R8076"
"B30","340","","R8077"
"B30","10","","R8078"
"B30","90","","R8079"
"B30","360","","R8080"
"B30","140","","R8081"
"B30","40","","R8082"
"B30","420","","R8083"
"B30","260","","R8084"
"B30","360","","R8085"
"B30","60","","R8086"
"B27","400","","R1000"
"B27","220","","R1001"
"B27","450","","R1002"
"B27","460","","R1003"
"B27","310","","R2004"
"B27","80","","R2005"
"B27","150","","R2006"
"B27","180","","R2007"
"B27","270","","R2008"
"B27","60","","R2009"
"B27","320","","R3010"
"B27","60","","R3011"
"B27","110","","R3012"
"B27","420","","R3013"
"B27","20","","R3014"
"B27","110","","R3015"
"B27","330","","R3016"
"B27","140","","R4017"
"B27","360","","R4018"
"B27","190","","R4019"
"B27","240","","R4020"
"B27","350","","R4021"
"B27","130","","R4022"
"B27","260","","R4023"
"B27","200","","R4024"
"B27","320","","R4025"
"B27","80","","R4026"
"B27","150","","R4027"
"B27","420","","R4028"
"B27","400","","R4029"
"B27","150","","R5030"
"B27","170","","R5031"
"B27","210","","R5032"
"B27","90","","R6033"
"B27","350","","R6034"
"B27","420","","R6035"
"B27","160","","R7036"
"B27","30","","R7037"
"B27","190","","R7038"
"B27","200","","R7039"
"B27","300","","R7040"
"B27","440","","R7041"
"B27","80","","R7042"
"B27","50","","R7043"
"B27","60","","R7044"
"B27","10","","R7045"
"B27","200","","R7046"
"B27","300","","R7047"
"B27","220","","R7048"
"B27","430","","R8049"
"B27","470","","R8050"
"B27","300","","R8051"
"B27","480","","R8052"
"B27","310","","R8053"
"B27","440","","R8054"
"B27","310","","R8055"
"B27","140","","R8056"
"B27","320","","R8057"
"B27","100","","R8058"
"B27","320","","R8059"
"B27","210","","R8060"
"B27","140","","R8061"
"B27","230","","R8062"
"B27","10","","R9063"
"B27","90","","R9064"
"B27","380","","R9065"
"B27","60","","R9066"
"B27","450","","R9067"
"B27","490","","R9068"
"B27","170","","R9069"
"B27","190","","R10070"
"B27","200","","R11071"
"B27","330","","R11072"
"B27","60","","R11073"
"B27","180","","R11074"
"B27","190","","R11075"
"B27","20","","R11076"
"B27","290","","R11077"
"B27","440","","R11078"
"B27","320","","R11079"
"B27","170","","R11080"
"B27","260","","R12081"
"B27","290","","R12082"
"B27","80","","R12083"
"B27","390","","R12084"
"B27","410","","R12085"
"B27","370","","R12086"
"B27","410","","R12087"
"B27","110","","R12088"
"B27","380","","R12089"
"B27","290","","R12090"
"B27","40","","R12091"
"B27","180","","R12092"
"B27","360","","R12093"
"B27","320","","R13094"
"B27","150","","R13095"
"B27","350","","R13096"
"B27","430","","R13097"
"B28","290","","R1000"
"B28","100","","R1001"
"B28","260","","R2002"
"B28","160","","R2003"
"B28","290","","R2004"
"B28","340","","R2005"
"B28","100","","R2006"
"B28","470","","R2007"
"B28","20","","R2008"
"B28","200","","R2009"
"B28","450","","R2010"
"B28","130","","R2011"
"B28","350","","R2012"
"B28","70","","R2013"
"B28","390","","R2014"
"B28","10","","R2015"
"B28","120","","R2016"
"B28","80","","R2017"
"B28","180","","R2018"
"B28","120","","R2019"
"B28","470","","R2020"
"B28","490","","R2021"
"B53","100","","R1000"
"B53","490","","R1001"
"B53","400","","R1002"
"B53","240","","R1003"
"B53","320","","R2004"
"B53","250","","R2005"
"B53","10","","R2006"
"B53","70","","R2007"
"B53","80","","R2008"
"B53","120","","R3009"
"B53","300","","R3010"
"B53","350","","R4011"
"B53","260","","R5012"
"B53","170","","R5013"
"B53","380","","R5014"
"B53","110","","R5015"
"B53","160","","R5016"
"B53","440","","R5017"
"B53","140","","R5018"
"B53","160","","R5019"
"B53","110","","R5020"
"B53","430","","R5021"
"B53","120","","R5022"
"B53","270","","R5023"
"B53","100","","R5024"
"B53","360","","R5025"
"B53","80","","R5026"
"B53","140","","R6027"
"B53","90","","R6028"
"B53","30","","R6029"
"B53","140","","R6030"
"B53","190","","R6031"
"B53","420","","R6032"
"B53","270","","R6033"
"B53","300","","R6034"
"B53","270","","R6035"
"B53","170","","R6036"
"B53","450","","R6037"
"B53","170","","R6038"
"B53","430","","R6039"
"B53","460","","R6040"
"B53","480","","R7041"
"B53","200","","R7042"
"B53","30","","R7043"
"B53","50","","R7044"
"B53","400","","R7045"
"B53","380","","R7046"
"B53","460","","R7047"
"B53","340","","R7048"
"B53","220","","R7049"
"B96","480","","R1000"
